Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide



DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
31-08-2015,Respirable Suspended Particulates,14,18,18,12,19,18,10,26,N.A.,20,21,N.A.,16,16,N.A.,16,22,39
31-08-2015,Sulphur Dioxide,7,13,11,4,3,11,3,19,N.A.,8,8,N.A.,22,6,N.A.,5,7,9
01-09-2015,Carbon Monoxide,N.A.,72,71,N.A.,N.A.,63,82,N.A.,N.A.,45,N.A.,N.A.,N.A.,69,N.A.,N.A.,51,66
01-09-2015,Fine Suspended Particulates ,6,6,9,7,10,16,5,14,N.A.,14,11,N.A.,8,7,N.A.,6,14,21
01-09-2015,Nitrogen Dioxide,34,51,75,49,36,45,29,57,N.A.,44,43,N.A.,49,5,N.A.,25,68,80
01-09-2015,Nitrogen Oxides,51,113,192,N.A.,56,157,55,107,N.A.,109,61,N.A.,102,7,N.A.,39,171,201
01-09-2015,Ozone,24,10,5,21,25,9,17,15,N.A.,7,16,N.A.,22,42,N.A.,34,5,4
01-09-2015,Respirable Suspended Particulates,10,13,14,14,18,26,11,19,N.A.,23,17,N.A.,12,16,N.A.,13,23,33
01-09-2015,Sulphur Dioxide,5,8,6,3,2,20,4,7,N.A.,9,3,N.A.,7,6,N.A.,4,3,7
02-09-2015,Carbon Monoxide,N.A.,70,69,N.A.,N.A.,64,57,N.A.,N.A.,42,N.A.,N.A.,N.A.,69,N.A.,N.A.,54,68
02-09-2015,Fine Suspended Particulates ,5,5,7,6,7,11,4,12,N.A.,9,10,N.A.,6,6,N.A.,4,14,18
02-09-2015,Nitrogen Dioxide,42,43,73,49,35,41,35,56,N.A.,35,45,N.A.,43,6,N.A.,31,64,67
02-09-2015,Nitrogen Oxides,72,88,196,N.A.,61,121,63,115,N.A.,83,67,N.A.,95,8,N.A.,50,177,168
02-09-2015,Ozone,14,10,3,14,20,8,10,10,N.A.,6,8,N.A.,22,36,N.A.,22,3,3
02-09-2015,Respirable Suspended Particulates,8,11,11,13,16,17,9,17,N.A.,17,16,N.A.,10,15,N.A.,10,22,29
02-09-2015,Sulphur Dioxide,4,6,6,3,2,7,3,6,N.A.,4,3,N.A.,6,5,N.A.,2,2,6
03-09-2015,Carbon Monoxide,N.A.,72,54,N.A.,N.A.,59,28,N.A.,N.A.,49,N.A.,N.A.,N.A.,76,N.A.,N.A.,53,72
03-09-2015,Fine Suspended Particulates ,9,8,8,10,9,15,7,15,N.A.,14,12,N.A.,7,N.A.,N.A.,7,17,23
03-09-2015,Nitrogen Dioxide,28,35,44,36,23,30,18,43,N.A.,31,32,N.A.,29,6,N.A.,22,55,60
03-09-2015,Nitrogen Oxides,51,76,99,N.A.,42,87,31,86,N.A.,93,51,N.A.,63,8,N.A.,39,171,174
03-09-2015,Ozone,17,12,6,19,23,12,17,12,N.A.,6,10,N.A.,23,37,N.A.,23,3,3
03-09-2015,Respirable Suspended Particulates,13,16,13,16,23,24,13,20,N.A.,21,19,N.A.,12,22,N.A.,15,26,36
03-09-2015,Sulphur Dioxide,5,7,5,5,2,11,3,8,N.A.,7,7,N.A.,6,6,N.A.,3,4,7
04-09-2015,Carbon Monoxide,N.A.,65,69,N.A.,N.A.,55,32,N.A.,N.A.,38,N.A.,N.A.,N.A.,73,N.A.,N.A.,51,76
04-09-2015,Fine Suspended Particulates ,8,12,9,7,9,13,5,14,N.A.,13,11,N.A.,10,11,N.A.,9,14,24
04-09-2015,Nitrogen Dioxide,38,42,67,33,37,26,22,44,N.A.,28,31,N.A.,46,5,N.A.,29,69,103
04-09-2015,Nitrogen Oxides,91,104,208,N.A.,83,61,55,96,N.A.,75,74,N.A.,136,8,N.A.,63,235,338
04-09-2015,Ozone,12,8,5,21,17,15,11,12,N.A.,12,12,N.A.,19,32,N.A.,17,3,2
04-09-2015,Respirable Suspended Particulates,14,21,13,12,21,19,11,21,N.A.,18,19,N.A.,16,19,N.A.,17,24,40
04-09-2015,Sulphur Dioxide,8,11,7,5,4,8,4,11,N.A.,8,5,N.A.,21,7,N.A.,5,4,9
05-09-2015,Carbon Monoxide,N.A.,64,72,N.A.,N.A.,55,37,N.A.,N.A.,42,N.A.,N.A.,N.A.,77,N.A.,N.A.,49,81
05-09-2015,Fine Suspended Particulates ,12,13,14,11,16,16,8,17,N.A.,16,12,N.A.,12,13,N.A.,13,14,25
05-09-2015,Nitrogen Dioxide,37,43,73,33,65,27,23,44,N.A.,35,21,N.A.,54,17,N.A.,34,70,106
05-09-2015,Nitrogen Oxides,72,98,251,N.A.,166,66,49,104,N.A.,83,41,N.A.,144,25,N.A.,72,223,349
05-09-2015,Ozone,21,14,5,23,8,18,19,18,N.A.,13,26,N.A.,21,25,N.A.,22,4,3
05-09-2015,Respirable Suspended Particulates,17,22,20,15,32,21,14,23,N.A.,21,18,N.A.,19,21,N.A.,23,22,40
05-09-2015,Sulphur Dioxide,8,13,12,6,6,11,4,15,N.A.,11,4,N.A.,23,9,N.A.,6,7,12
06-09-2015,Carbon Monoxide,N.A.,67,68,N.A.,N.A.,56,46,N.A.,N.A.,36,N.A.,N.A.,N.A.,86,N.A.,N.A.,52,79
06-09-2015,Fine Suspended Particulates ,11,14,11,12,17,18,9,17,N.A.,15,13,N.A.,13,16,N.A.,14,15,22
06-09-2015,Nitrogen Dioxide,35,47,55,26,62,24,21,42,N.A.,29,16,N.A.,48,16,N.A.,29,70,103
06-09-2015,Nitrogen Oxides,47,79,119,N.A.,127,41,29,64,N.A.,48,19,N.A.,95,19,N.A.,41,185,283
06-09-2015,Ozone,32,22,16,39,16,34,38,22,N.A.,32,38,N.A.,28,47,N.A.,40,8,6
06-09-2015,Respirable Suspended Particulates,16,22,14,17,30,23,16,23,N.A.,21,19,N.A.,19,25,N.A.,23,24,36
06-09-2015,Sulphur Dioxide,11,14,5,3,4,11,3,12,N.A.,9,4,N.A.,27,7,N.A.,5,5,10
07-09-2015,Carbon Monoxide,N.A.,80,90,N.A.,N.A.,70,61,N.A.,N.A.,45,N.A.,N.A.,N.A.,87,N.A.,N.A.,59,86
07-09-2015,Fine Suspended Particulates ,14,16,20,15,20,26,17,21,N.A.,21,20,N.A.,15,16,N.A.,18,21,27
07-09-2015,Nitrogen Dioxide,52,59,98,45,64,43,38,66,N.A.,46,51,N.A.,65,11,N.A.,44,81,98
07-09-2015,Nitrogen Oxides,73,97,246,N.A.,111,63,55,106,N.A.,67,69,N.A.,127,13,N.A.,64,195,245
07-09-2015,Ozone,29,21,10,37,28,36,22,24,N.A.,32,27,N.A.,19,42,N.A.,29,12,7
07-09-2015,Respirable Suspended Particulates,19,26,26,21,32,31,25,27,N.A.,29,28,N.A.,21,23,N.A.,28,31,41
07-09-2015,Sulphur Dioxide,7,9,7,3,4,7,4,8,N.A.,7,5,N.A.,14,6,N.A.,5,4,9
08-09-2015,Carbon Monoxide,N.A.,87,85,N.A.,N.A.,66,54,N.A.,N.A.,48,N.A.,N.A.,N.A.,81,N.A.,N.A.,65,81
08-09-2015,Fine Suspended Particulates ,17,20,22,23,23,31,18,27,N.A.,30,25,N.A.,18,23,N.A.,21,27,33
08-09-2015,Nitrogen Dioxide,23,47,94,45,35,35,25,64,N.A.,36,36,N.A.,53,5,N.A.,31,100,112
08-09-2015,Nitrogen Oxides,25,61,138,N.A.,42,46,29,77,N.A.,43,38,N.A.,69,7,N.A.,38,160,183
08-09-2015,Ozone,111,85,52,91,102,83,105,78,N.A.,82,95,N.A.,85,124,N.A.,N.A.,44,32
08-09-2015,Respirable Suspended Particulates,25,32,30,33,39,40,29,38,N.A.,42,37,N.A.,26,36,N.A.,34,41,53
08-09-2015,Sulphur Dioxide,6,8,5,4,6,5,4,6,N.A.,6,5,N.A.,7,7,N.A.,5,3,6
09-09-2015,Carbon Monoxide,N.A.,72,61,N.A.,N.A.,55,30,N.A.,N.A.,38,N.A.,N.A.,N.A.,46,N.A.,N.A.,54,74
09-09-2015,Fine Suspended Particulates ,14,15,13,14,16,24,12,19,N.A.,21,17,N.A.,N.A.,15,N.A.,13,20,26
09-09-2015,Nitrogen Dioxide,19,45,80,40,27,42,24,61,N.A.,31,32,N.A.,48,3,N.A.,29,89,116
09-09-2015,Nitrogen Oxides,21,60,124,N.A.,33,58,27,79,N.A.,38,34,N.A.,67,5,N.A.,36,158,218
09-09-2015,Ozone,102,79,50,79,93,75,95,69,N.A.,84,82,N.A.,80,118,N.A.,N.A.,39,26
09-09-2015,Respirable Suspended Particulates,22,27,21,26,32,36,23,30,N.A.,32,30,N.A.,N.A.,30,N.A.,25,37,46
09-09-2015,Sulphur Dioxide,5,7,4,3,6,6,4,6,N.A.,5,4,N.A.,6,7,N.A.,4,3,7
10-09-2015,Carbon Monoxide,N.A.,67,62,N.A.,N.A.,55,22,N.A.,N.A.,37,N.A.,N.A.,N.A.,46,N.A.,N.A.,58,71
10-09-2015,Fine Suspended Particulates ,14,17,14,16,17,25,11,20,N.A.,22,19,N.A.,16,18,N.A.,14,N.A.,25
10-09-2015,Nitrogen Dioxide,21,49,84,46,30,49,21,60,N.A.,34,33,N.A.,51,4,N.A.,31,96,95
10-09-2015,Nitrogen Oxides,23,63,127,N.A.,36,61,24,75,N.A.,44,36,N.A.,71,6,N.A.,38,165,162
10-09-2015,Ozone,105,76,50,74,95,71,101,72,N.A.,78,84,N.A.,78,119,N.A.,82,36,34
10-09-2015,Respirable Suspended Particulates,24,30,22,29,35,37,23,33,N.A.,33,33,N.A.,25,33,N.A.,27,N.A.,46
10-09-2015,Sulphur Dioxide,6,7,4,3,6,6,4,6,N.A.,5,4,N.A.,6,7,N.A.,5,2,6
11-09-2015,Carbon Monoxide,N.A.,70,66,N.A.,N.A.,59,26,N.A.,N.A.,44,N.A.,N.A.,N.A.,47,N.A.,N.A.,61,79
11-09-2015,Fine Suspended Particulates ,17,20,20,19,20,30,18,24,N.A.,27,23,N.A.,22,21,N.A.,18,N.A.,31
11-09-2015,Nitrogen Dioxide,22,51,100,49,35,52,33,60,N.A.,40,36,N.A.,56,5,N.A.,31,104,108
11-09-2015,Nitrogen Oxides,25,64,156,N.A.,42,65,36,73,N.A.,52,39,N.A.,73,6,N.A.,37,177,185
11-09-2015,Ozone,106,74,44,79,99,69,90,78,N.A.,75,90,N.A.,77,131,N.A.,95,38,32
11-09-2015,Respirable Suspended Particulates,27,33,28,30,39,45,30,37,N.A.,39,37,N.A.,32,35,N.A.,32,N.A.,52
11-09-2015,Sulphur Dioxide,6,8,4,3,6,7,4,6,N.A.,5,6,N.A.,6,7,N.A.,5,2,6
12-09-2015,Carbon Monoxide,N.A.,74,64,N.A.,N.A.,61,42,N.A.,N.A.,47,N.A.,N.A.,N.A.,50,N.A.,N.A.,64,84
12-09-2015,Fine Suspended Particulates ,26,28,26,27,30,39,25,31,N.A.,36,29,N.A.,N.A.,27,N.A.,26,32,39
12-09-2015,Nitrogen Dioxide,25,60,94,47,38,46,41,65,N.A.,43,35,N.A.,58,6,N.A.,34,105,122
12-09-2015,Nitrogen Oxides,27,76,130,N.A.,49,58,47,77,N.A.,51,37,N.A.,73,7,N.A.,40,165,210
12-09-2015,Ozone,118,82,59,97,110,91,83,86,N.A.,84,104,N.A.,89,141,N.A.,111,47,34
12-09-2015,Respirable Suspended Particulates,36,42,35,38,46,51,37,42,N.A.,48,44,N.A.,N.A.,40,N.A.,39,49,59
12-09-2015,Sulphur Dioxide,7,11,6,5,8,8,5,8,N.A.,8,8,N.A.,9,9,N.A.,7,4,7
13-09-2015,Carbon Monoxide,N.A.,81,57,N.A.,N.A.,64,37,N.A.,N.A.,51,N.A.,N.A.,N.A.,60,N.A.,N.A.,60,91
13-09-2015,Fine Suspended Particulates ,35,33,27,31,34,45,26,35,N.A.,44,32,N.A.,33,37,N.A.,30,32,41
13-09-2015,Nitrogen Dioxide,22,44,59,34,27,24,24,51,N.A.,26,27,N.A.,44,8,N.A.,35,83,123
13-09-2015,Nitrogen Oxides,25,55,74,N.A.,31,30,27,57,N.A.,29,28,N.A.,50,10,N.A.,42,118,212
13-09-2015,Ozone,124,103,91,113,123,115,114,100,N.A.,110,114,N.A.,110,138,N.A.,111,66,33
13-09-2015,Respirable Suspended Particulates,47,48,36,43,58,59,41,49,N.A.,58,48,N.A.,46,57,N.A.,45,49,61
13-09-2015,Sulphur Dioxide,8,10,5,5,8,7,5,9,N.A.,8,5,N.A.,8,9,N.A.,6,4,7
14-09-2015,Carbon Monoxide,N.A.,90,68,N.A.,N.A.,67,49,N.A.,N.A.,55,N.A.,N.A.,N.A.,63,N.A.,N.A.,70,85
14-09-2015,Fine Suspended Particulates ,23,27,22,24,27,38,22,29,N.A.,37,27,N.A.,N.A.,28,N.A.,26,27,33
14-09-2015,Nitrogen Dioxide,23,47,78,38,36,30,26,58,N.A.,30,27,N.A.,49,7,N.A.,28,91,106
14-09-2015,Nitrogen Oxides,26,62,117,N.A.,48,39,29,73,N.A.,35,28,N.A.,62,8,N.A.,35,150,185
14-09-2015,Ozone,112,88,66,94,100,104,106,82,N.A.,94,97,N.A.,92,127,N.A.,108,49,37
14-09-2015,Respirable Suspended Particulates,35,42,30,38,53,54,37,44,N.A.,52,44,N.A.,N.A.,48,N.A.,43,45,54
14-09-2015,Sulphur Dioxide,6,8,4,3,6,5,5,9,N.A.,7,5,N.A.,7,8,N.A.,6,3,7
15-09-2015,Carbon Monoxide,N.A.,79,61,N.A.,N.A.,56,43,N.A.,N.A.,43,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,60,79
15-09-2015,Fine Suspended Particulates ,N.A.,20,18,20,22,29,15,24,N.A.,27,21,N.A.,N.A.,N.A.,N.A.,19,22,27
15-09-2015,Nitrogen Dioxide,21,45,70,37,24,24,22,52,N.A.,27,28,N.A.,42,N.A.,N.A.,23,79,96
15-09-2015,Nitrogen Oxides,24,62,113,N.A.,30,34,25,69,N.A.,33,30,N.A.,56,N.A.,N.A.,30,142,187
15-09-2015,Ozone,92,67,50,75,90,80,81,62,N.A.,77,75,N.A.,73,N.A.,N.A.,94,35,25
15-09-2015,Respirable Suspended Particulates,N.A.,35,24,35,42,43,30,38,N.A.,43,38,N.A.,N.A.,N.A.,N.A.,36,40,50
15-09-2015,Sulphur Dioxide,7,8,4,3,7,5,4,8,N.A.,6,3,N.A.,7,N.A.,N.A.,6,3,6
16-09-2015,Carbon Monoxide,N.A.,76,64,N.A.,N.A.,51,36,N.A.,N.A.,36,N.A.,N.A.,N.A.,60,N.A.,N.A.,59,76
16-09-2015,Fine Suspended Particulates ,14,15,18,19,20,23,12,20,N.A.,23,20,N.A.,N.A.,18,N.A.,17,22,28
16-09-2015,Nitrogen Dioxide,18,40,68,39,28,21,23,52,N.A.,26,33,N.A.,42,4,N.A.,21,75,90
16-09-2015,Nitrogen Oxides,21,59,119,N.A.,41,34,28,77,N.A.,34,36,N.A.,65,5,N.A.,28,151,190
16-09-2015,Ozone,69,47,32,59,69,55,53,41,N.A.,52,50,N.A.,46,91,N.A.,69,21,17
16-09-2015,Respirable Suspended Particulates,21,26,23,30,34,31,24,30,N.A.,31,33,N.A.,N.A.,32,N.A.,29,37,47
16-09-2015,Sulphur Dioxide,5,7,4,3,6,4,4,7,N.A.,5,5,N.A.,6,7,N.A.,5,2,6
17-09-2015,Carbon Monoxide,N.A.,79,64,N.A.,N.A.,55,38,N.A.,N.A.,40,N.A.,N.A.,N.A.,63,N.A.,N.A.,64,78
17-09-2015,Fine Suspended Particulates ,16,15,18,17,16,26,14,22,N.A.,24,19,N.A.,N.A.,18,N.A.,16,23,28
17-09-2015,Nitrogen Dioxide,17,44,78,42,28,33,29,56,N.A.,29,32,N.A.,49,3,N.A.,22,89,92
17-09-2015,Nitrogen Oxides,20,61,125,N.A.,36,46,33,73,N.A.,37,35,N.A.,67,5,N.A.,28,161,170
17-09-2015,Ozone,91,64,40,68,84,62,66,59,N.A.,63,70,N.A.,60,113,N.A.,86,27,23
17-09-2015,Respirable Suspended Particulates,24,26,23,27,33,37,25,33,N.A.,33,32,N.A.,N.A.,29,N.A.,27,38,46
17-09-2015,Sulphur Dioxide,5,7,4,3,5,5,4,7,N.A.,5,10,N.A.,6,7,N.A.,4,2,6
18-09-2015,Carbon Monoxide,N.A.,88,77,N.A.,N.A.,64,48,N.A.,N.A.,49,N.A.,N.A.,N.A.,69,N.A.,N.A.,71,93
18-09-2015,Fine Suspended Particulates ,26,25,28,26,30,38,23,32,N.A.,32,29,N.A.,N.A.,26,N.A.,27,35,42
18-09-2015,Nitrogen Dioxide,43,67,114,50,55,44,51,72,N.A.,45,51,N.A.,71,5,N.A.,36,107,137
18-09-2015,Nitrogen Oxides,55,85,183,N.A.,70,54,60,88,N.A.,55,55,N.A.,92,7,N.A.,43,175,269
18-09-2015,Ozone,92,68,44,93,96,87,70,75,N.A.,76,N.A.,N.A.,70,133,N.A.,98,44,32
18-09-2015,Respirable Suspended Particulates,35,40,35,35,49,50,35,43,N.A.,42,43,N.A.,44,35,N.A.,39,51,61
18-09-2015,Sulphur Dioxide,7,12,5,6,7,9,5,9,N.A.,9,9,N.A.,9,7,N.A.,5,4,7
19-09-2015,Carbon Monoxide,N.A.,88,77,N.A.,N.A.,66,47,N.A.,N.A.,55,N.A.,N.A.,N.A.,71,N.A.,N.A.,75,108
19-09-2015,Fine Suspended Particulates ,32,30,31,30,36,37,24,34,N.A.,37,31,N.A.,35,30,N.A.,35,36,52
19-09-2015,Nitrogen Dioxide,78,69,102,43,74,43,45,66,N.A.,53,38,N.A.,93,4,N.A.,61,125,161
19-09-2015,Nitrogen Oxides,97,91,172,N.A.,100,57,57,79,N.A.,72,43,N.A.,134,6,N.A.,79,249,385
19-09-2015,Ozone,32,45,30,80,62,72,56,56,N.A.,50,81,N.A.,29,100,N.A.,48,21,13
19-09-2015,Respirable Suspended Particulates,40,43,41,37,51,48,35,43,N.A.,45,43,N.A.,47,36,N.A.,48,50,71
19-09-2015,Sulphur Dioxide,16,16,12,8,10,13,5,20,N.A.,12,18,N.A.,24,8,N.A.,9,12,10
20-09-2015,Carbon Monoxide,N.A.,85,69,N.A.,N.A.,63,44,N.A.,N.A.,50,N.A.,N.A.,N.A.,73,N.A.,N.A.,71,102
20-09-2015,Fine Suspended Particulates ,28,27,28,30,36,37,21,33,N.A.,34,30,N.A.,34,31,N.A.,33,33,43
20-09-2015,Nitrogen Dioxide,45,58,66,30,78,30,28,42,N.A.,34,19,N.A.,71,8,N.A.,43,101,120
20-09-2015,Nitrogen Oxides,52,73,90,N.A.,117,38,32,46,N.A.,45,20,N.A.,88,10,N.A.,58,197,274
20-09-2015,Ozone,60,54,46,79,44,75,66,68,N.A.,64,90,N.A.,42,89,N.A.,47,25,22
20-09-2015,Respirable Suspended Particulates,34,39,34,36,47,46,31,39,N.A.,40,39,N.A.,43,35,N.A.,44,44,59
20-09-2015,Sulphur Dioxide,9,14,7,7,8,8,4,10,N.A.,8,11,N.A.,18,7,N.A.,7,5,8
21-09-2015,Carbon Monoxide,N.A.,92,84,N.A.,N.A.,72,49,N.A.,N.A.,60,N.A.,N.A.,N.A.,73,N.A.,N.A.,75,105
21-09-2015,Fine Suspended Particulates ,24,23,29,27,31,33,19,31,N.A.,27,25,N.A.,33,25,N.A.,25,30,46
21-09-2015,Nitrogen Dioxide,62,69,110,51,80,56,41,73,N.A.,54,42,N.A.,96,10,N.A.,55,107,128
21-09-2015,Nitrogen Oxides,106,116,247,N.A.,132,96,58,111,N.A.,102,58,N.A.,187,12,N.A.,77,238,349
21-09-2015,Ozone,35,29,19,50,36,40,46,33,N.A.,35,60,N.A.,12,69,N.A.,30,15,17
21-09-2015,Respirable Suspended Particulates,28,33,36,32,40,38,27,36,N.A.,30,33,N.A.,39,29,N.A.,32,39,61
21-09-2015,Sulphur Dioxide,9,11,8,3,5,8,3,13,N.A.,8,9,N.A.,17,6,N.A.,6,5,9
22-09-2015,Carbon Monoxide,N.A.,85,77,N.A.,N.A.,64,40,N.A.,N.A.,56,N.A.,N.A.,N.A.,65,N.A.,N.A.,66,89
22-09-2015,Fine Suspended Particulates ,16,15,16,14,16,26,11,20,N.A.,23,15,N.A.,18,15,N.A.,18,21,26
22-09-2015,Nitrogen Dioxide,37,47,88,44,38,42,26,53,N.A.,44,27,N.A.,47,5,N.A.,32,75,96
22-09-2015,Nitrogen Oxides,56,80,208,N.A.,59,75,37,83,N.A.,88,34,N.A.,78,7,N.A.,50,172,256
22-09-2015,Ozone,32,24,8,35,38,27,38,31,N.A.,18,43,N.A.,27,62,N.A.,34,11,5
22-09-2015,Respirable Suspended Particulates,19,23,21,19,23,32,18,25,N.A.,26,21,N.A.,24,21,N.A.,26,29,39
22-09-2015,Sulphur Dioxide,5,7,5,4,5,9,4,8,N.A.,6,8,N.A.,7,7,N.A.,4,2,8
23-09-2015,Carbon Monoxide,N.A.,77,71,N.A.,N.A.,56,37,N.A.,N.A.,48,N.A.,N.A.,N.A.,61,N.A.,N.A.,58,89
23-09-2015,Fine Suspended Particulates ,10,10,11,10,12,17,7,15,N.A.,15,11,N.A.,15,13,N.A.,12,13,25
23-09-2015,Nitrogen Dioxide,45,48,76,37,52,35,29,45,N.A.,36,32,N.A.,52,5,N.A.,33,80,100
23-09-2015,Nitrogen Oxides,81,97,201,N.A.,102,65,53,74,N.A.,80,50,N.A.,110,6,N.A.,61,221,309
23-09-2015,Ozone,18,15,6,32,24,24,20,20,N.A.,16,27,N.A.,13,56,N.A.,25,6,3
23-09-2015,Respirable Suspended Particulates,14,18,17,15,21,23,13,21,N.A.,18,18,N.A.,23,21,N.A.,21,23,39
23-09-2015,Sulphur Dioxide,9,12,6,6,3,9,4,8,N.A.,7,10,N.A.,18,7,N.A.,5,7,9
24-09-2015,Carbon Monoxide,N.A.,80,79,N.A.,N.A.,53,42,N.A.,N.A.,45,N.A.,N.A.,N.A.,65,N.A.,N.A.,59,82
24-09-2015,Fine Suspended Particulates ,N.A.,13,14,11,17,16,7,18,N.A.,13,13,N.A.,17,15,N.A.,13,15,24
24-09-2015,Nitrogen Dioxide,44,47,77,37,78,32,31,46,N.A.,36,26,N.A.,55,19,N.A.,38,72,88
24-09-2015,Nitrogen Oxides,73,92,234,N.A.,194,63,55,85,N.A.,78,37,N.A.,120,25,N.A.,73,207,286
24-09-2015,Ozone,18,16,7,24,11,27,21,19,N.A.,18,28,N.A.,10,34,N.A.,22,4,6
24-09-2015,Respirable Suspended Particulates,N.A.,20,19,15,26,23,14,23,N.A.,17,18,N.A.,25,22,N.A.,22,23,38
24-09-2015,Sulphur Dioxide,11,13,10,8,4,12,4,5,N.A.,10,11,N.A.,22,8,N.A.,6,10,9
25-09-2015,Carbon Monoxide,N.A.,81,83,N.A.,N.A.,61,47,N.A.,N.A.,46,N.A.,N.A.,N.A.,69,N.A.,N.A.,76,92
25-09-2015,Fine Suspended Particulates ,13,14,15,12,18,20,12,18,N.A.,14,14,N.A.,19,16,N.A.,16,15,27
25-09-2015,Nitrogen Dioxide,49,52,90,35,87,37,42,43,N.A.,36,30,N.A.,59,18,N.A.,43,81,108
25-09-2015,Nitrogen Oxides,76,97,251,N.A.,187,69,65,72,N.A.,67,42,N.A.,135,23,N.A.,70,227,361
25-09-2015,Ozone,19,15,6,31,11,30,30,22,N.A.,24,29,N.A.,9,33,N.A.,29,5,3
25-09-2015,Respirable Suspended Particulates,17,23,22,17,27,28,20,24,N.A.,20,20,N.A.,30,23,N.A.,26,24,42
25-09-2015,Sulphur Dioxide,12,13,9,6,4,12,4,7,N.A.,9,10,N.A.,23,7,N.A.,7,6,10
26-09-2015,Carbon Monoxide,N.A.,96,93,N.A.,N.A.,75,58,N.A.,N.A.,63,N.A.,N.A.,N.A.,80,N.A.,N.A.,97,109
26-09-2015,Fine Suspended Particulates ,27,30,25,24,27,32,25,31,N.A.,29,27,N.A.,31,28,N.A.,31,32,43
26-09-2015,Nitrogen Dioxide,72,74,112,66,87,52,52,80,N.A.,54,59,N.A.,78,20,N.A.,57,113,118
26-09-2015,Nitrogen Oxides,95,114,239,N.A.,140,66,66,123,N.A.,75,75,N.A.,127,25,N.A.,73,240,311
26-09-2015,Ozone,35,36,13,37,33,57,61,30,N.A.,47,53,N.A.,31,93,N.A.,49,11,12
26-09-2015,Respirable Suspended Particulates,33,40,34,30,34,44,35,38,N.A.,34,38,N.A.,40,38,N.A.,42,44,59
26-09-2015,Sulphur Dioxide,8,14,10,6,2,12,6,10,N.A.,10,11,N.A.,16,9,N.A.,3,9,9
27-09-2015,Carbon Monoxide,N.A.,99,79,N.A.,N.A.,81,64,N.A.,N.A.,68,N.A.,N.A.,N.A.,83,N.A.,N.A.,93,98
27-09-2015,Fine Suspended Particulates ,26,26,24,25,26,34,23,29,N.A.,32,28,N.A.,27,25,N.A.,26,30,41
27-09-2015,Nitrogen Dioxide,43,50,78,45,41,29,40,49,N.A.,33,48,N.A.,56,6,N.A.,33,87,93
27-09-2015,Nitrogen Oxides,49,65,111,N.A.,51,35,45,58,N.A.,39,54,N.A.,73,8,N.A.,41,147,178
27-09-2015,Ozone,57,58,36,68,68,79,69,62,N.A.,77,67,N.A.,51,98,N.A.,70,28,23
27-09-2015,Respirable Suspended Particulates,33,36,33,34,37,46,33,35,N.A.,41,41,N.A.,34,34,N.A.,38,43,58
27-09-2015,Sulphur Dioxide,9,12,7,5,4,9,5,3,N.A.,9,8,N.A.,15,7,N.A.,5,5,6
28-09-2015,Carbon Monoxide,N.A.,97,82,N.A.,N.A.,76,61,N.A.,N.A.,66,N.A.,N.A.,N.A.,80,N.A.,N.A.,85,108
28-09-2015,Fine Suspended Particulates ,32,35,33,33,37,47,32,37,N.A.,43,36,N.A.,36,39,N.A.,37,37,47
28-09-2015,Nitrogen Dioxide,49,54,138,44,65,38,64,41,N.A.,43,52,N.A.,70,12,N.A.,39,106,154
28-09-2015,Nitrogen Oxides,60,70,225,N.A.,84,42,70,44,N.A.,49,55,N.A.,88,14,N.A.,45,170,332
28-09-2015,Ozone,86,83,29,88,82,95,85,97,N.A.,86,91,N.A.,77,111,N.A.,81,42,19
28-09-2015,Respirable Suspended Particulates,41,47,45,44,55,61,47,48,N.A.,55,50,N.A.,48,51,N.A.,51,50,65
28-09-2015,Sulphur Dioxide,8,10,8,5,9,11,7,4,N.A.,10,12,N.A.,10,10,N.A.,6,5,11
29-09-2015,Carbon Monoxide,N.A.,97,105,N.A.,N.A.,73,60,N.A.,N.A.,69,N.A.,N.A.,N.A.,83,N.A.,N.A.,98,112
29-09-2015,Fine Suspended Particulates ,39,44,43,41,48,51,35,48,N.A.,46,44,N.A.,44,45,N.A.,43,45,53
29-09-2015,Nitrogen Dioxide,73,85,180,73,144,68,81,89,N.A.,69,66,N.A.,107,18,N.A.,65,176,217
29-09-2015,Nitrogen Oxides,86,102,318,N.A.,199,79,92,101,N.A.,85,71,N.A.,134,20,N.A.,74,291,440
29-09-2015,Ozone,99,86,32,104,61,90,78,96,N.A.,89,109,N.A.,87,169,N.A.,64,29,15
29-09-2015,Respirable Suspended Particulates,55,65,59,63,82,N.A.,55,70,N.A.,70,68,N.A.,69,64,N.A.,65,68,79
29-09-2015,Sulphur Dioxide,13,18,18,13,11,19,10,15,N.A.,15,20,N.A.,20,12,N.A.,10,15,19
